Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,Region of Headquarters,Year,CSR Strategy Score,Community Score,Company Market Cap (EUR),ESG Controversies Score,ESG Score,Emissions Score,Innovation Score,Environmental Pillar Score,Governance Pillar Score,Human Rights Score,Independent Board Members,Management Score,Product Responsibility Score,Resource Use Score,Shareholders Score,Social Pillar Score,Total Debt Percentage of Total Equity,Workforce Score
ACRO.JK,Samcro Hyosung Adilestari PT Tbk,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"15,336,044.93",,,,,,,,,,,,,,0.2355561,
ACTI.BO,Active Clothing Co Ltd,Textiles & Apparel,Apparel & Accessories,Knitwear,Asia,2025,,,,,,,,,,,,,,,,,1.610139,
ADDI.BO,Addi Industries Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,6.31e-05,
ADHN.BO,Adinath Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.0037823,
ADIT.BO,Aditya Spinners Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.3147152,
ADLL.BO,Advance Lifestyles Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.5349904,
ADML.PSX,Artistic Denim Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,,,,,,,,,,,,,,,1.7019936,
ADS.HM,Damsan JSC,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"19,591,348.86",,,,,,,,,,,,,,1.0381296,
ADSGn.DE,Adidas AG,Textiles & Apparel,Footwear,Sports & Outdoor Footwear,Europe,2025,48.46,91.46,"30,429,000,000.00",21.42857143,83.41701961,61.8,80,77.46,83.56,86.54,63.64,87.45,68.67,86.11,94,85.06,0.9522754,94.21
ADZ.MC,Adolfo Dominguez SA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,,,,,,,,,,,,,,,,,2.9940325,
AEF.MI,Aeffe SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,,,,100,37.27656303,,,,,,,,,,,,1.7648835,
AFC.BK,Asia Fiber PCL,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0388913,
AGEL.BO,Angel Fibers Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.5927822,
AGNY.PK,Agavenny Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,,,,,,,,,,,,,,,,,,
AGRB.BO,Agribio Spirits Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0280591,
AHRO.PK,Authentic Holdings Inc,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Americas,2025,,,,,,,,,,,,,,,,,,
AHTM.PSX,Ahmad Hassan Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.2980727,
AICI.BO,Ai Champdany Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,,,,,,,,,,,,,,,,
AICO.ZI,Cottco Holdings Ltd,Textiles & Apparel,Textiles & Leather Goods,Cotton Farming,Africa,2025,,,,,,,,,,,,,,,,,4.6364583,
AINT.BO,Amin Tannery Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,,,,,,,,,,,,,,,2.2254729,
AJCJ.BO,AJC Jewel Manufacturers Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,2.2351632,
AKII.NS,AKI India Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,,,,,,,,,,,,,,,0.3442212,
AKSA.IS,Aksa Akrilik Kimya Sanayii AS,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,47.43,75.91,"756,293,405.35",100,77.91295965,82.92,80,78.93,73.44,58.33,33.33,87.68,96.84,75,43.31,79.19,0.2696603,86.89
AKSA.NS,Akshar Spintex Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.0673518,
ALBA.TA,Al Bad Massuot Yitzhak Ltd,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,"179,870,238.60",,,,,,,,,,,,,,1.6300292,
ALBD.PSX,Al Abid Silk Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,Asia,2025,,,,,,,,,,,,,,,,,2.5965222,
ALDAR.PA,Damartex SA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,,,,,,,,,,,,,,,,,3.0723677,
ALDEV.PA,Devernois SA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,,,,#N/A,#N/A,,,,,,,,,,,,0.7855456,
ALDLT.PA,Delta Plus Group SA,Textiles & Apparel,Apparel & Accessories,Industrial Clothing & Uniforms,Europe,2025,,,"362,784,304.40",,,,,,,,,,,,,,0.7157663,
ALKI.BO,Audroc Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0982204,
ALLA.PSX,Allawasaya Textile and Finishing Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.5448354,
ALOK.NS,Alok Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,28.72,39.2,"754,223,111.52",100,36.00573348,52.19,29.6,32.76,55.44,10.97,42.86,75.03,33.02,22.05,7.95,29.5,,39.2
ALPA4.SA,Alpargatas SA,Textiles & Apparel,Footwear,Footwear (NEC),Americas,2025,65.15,88.11,"1,185,412,194.25",100,60.91150893,41.3,28.8,52.52,48.71,67.95,0,47.5,59.49,84.26,41.79,70.14,0.399686,70.43
ALPS.NS,Alps Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
ALSO.BO,Alstone Textiles (India) Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,2.1679939,
AMAN.DH,Aman Cotton Fibrous PLC,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.425744,
AMBD.BO,Ambassador Intra Holdings Ltd,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,,,,,,,,,,,,,,,0.3717205,
AMBK.NS,Ambika Cotton Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.0561077,
AMIN.BO,Amit International Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.0029182,
AMSM.BO,Amarjothi Spinning Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.2712337,
AMSP.NS,Girnar Spintex Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.7183365,
AMTX.PSX,Amtex Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
ANAY.BO,Anand Rayons Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.2094629,
ANJS.BO,Anjani Synthetics Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.3715619,
ANTM.PSX,AN Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.9506974,
APEX.DH,Apex Footwear Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,3.223263,
APMI.BO,APM Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.0414624,
APOL.PSX,Apollo Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
APSW.CA,Arab and Polvara Spinning and Weaving Company SAE,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Africa,2025,,,,,,,,,,,,,,,,,0.054406,
AREX.BO,Arex Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.4804038,
ARGO.JK,Argo Pantes Tbk PT,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"160,487,088.31",,,,,,,,,,,,,,4.9895338,
ARIV.BO,Aritas Vinyl Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,8.8179145,
ARL1.WA,Arlen SA,Textiles & Apparel,Apparel & Accessories,Industrial Clothing & Uniforms,Europe,2025,,,"155,765,700.19",,,,,,,,,,,,,,0.0690736,
ARSAN.IS,Arsan Tekstil Ticaret ve Sanayi AS,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0063812,
ARUJ.PSX,Aruj Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
ARVN.NS,Arvind Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,100,58.26738881,,,,,,,,,,,,0.3921388,
ASAN.NS,Asian Star Co Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.3380273,
ASFL.BO,Alfavision Overseas (India) Ltd,Textiles & Apparel,Textiles & Leather Goods,Cotton Farming,Asia,2025,,,,,,,,,,,,,,,,,2.9532746,
ASFQ.PSX,Ashfaq Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,,,,,,,,,,,,,,,,
ASHD.BO,Ashapuri Gold Ornament Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.0036401,
ASHP.NS,Ashapura Intimates Fashion Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
ASIA.KL,Asia Brands Bhd,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Asia,2025,,,,100,16.07697144,,,,,,,,,,,,0.1975705,
ASIN.BO,Asahi Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
ASMT.PSX,Asim Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.9396967,
ASPA.SI,Aspial Corporation Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"155,685,918.90",,,,,,,,,,,,,,1.8959096,
ATEKS.IS,Akin Tekstil AS,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"86,324,104.44",,,,,,,,,,,,,,0.1064472,
ATLJ.BO,Atlas Jewellery India Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.0016277,
ATML.PSX,Arctic Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
ATP.AX,Atlas Pearls Ltd,Textiles & Apparel,Apparel & Accessories,Apparel Wholesale,Oceania,2025,,,,,,,,,,,,,,,,,0.0056568,
ATRV.BO,Atharv Enterprises Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.0367095,
ATVO.BO,Atvo Enterprises Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0065021,
AUUA.V,ALUULA Composites Inc,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Americas,2025,,,"67,746,760.57",,,,,,,,,,,,,,0.2269301,
AVAP.BO,Avax Apparels and Ornaments Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.1003858,
AVEW.PK,AVEW Holdings Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,,,,,,,,,,,,,,,,,,
AVGL.TA,Avgol Industries 1953 Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"106,263,495.25",,,,,,,,,,,,,,1.0383514,
AVIA.NS,Avi Ansh Textile Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.6132618,
AXIA.NS,Axita Cotton Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0322458,
AYMS.NS,Aym Syntex Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.3493344,
AZNL.PSX,Azgard Nine Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.5397564,
BAAZ.NS,Baazar Style Retail Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,2.4673705,
BANB.NS,Banaras Beads Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.153701,
BANI.PK,Banneker Inc,Textiles & Apparel,Apparel & Accessories,Watches,Americas,2025,,,,,,,,,,,,,,,,,0.1681475,
BANL.NS,Bansal Multiflex Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.3865759,
BANO.NS,Bang Overseas Ltd,Textiles & Apparel,Apparel & Accessories,Men's Clothing,Asia,2025,,,,,,,,,,,,,,,,,0.3011311,
BANS.NS,Banswara Syntex Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.8118613,
BANU.PSX,Bannu Woollen Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,,,,,,,,,,,,,,,0.1248759,
BASP.NS,Bannari Amman Spinning Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.1259737,
BATA.DH,Bata Shoe Company (Bangladesh) Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.6745445,
BATA.JK,Sepatu Bata Tbk PT,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
BATA.LZ,Zambia Bata Shoe Company PLC,Textiles & Apparel,Footwear,Footwear (NEC),Africa,2025,,,"19,146,874.16",,,,,,,,,,,,,,,
BATA.NS,Bata India Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,81.48148148,60.68334522,,,,,,,,,,,,0.9184032,
BATA.PSX,Bata Pakistan Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7400535,
BAYRK.IS,Bayrak EBT Taban Sanayi ve Ticaret AS,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,"26,316,147.89",,,,,,,,,,,,,,0.9994541,
BBUI.PA,Barbara Bui SA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,,,"3,022,716.01",,,,,,,,,,,,,,2.1300485,
BCU.MI,Brunello Cucinelli SpA,Textiles & Apparel,Apparel & Accessories,Luxury Clothing,Europe,2025,2.82,97.26,"6,707,371,603.47",52.38095238,40.44519831,57.45,0,43.89,21.29,41.67,42.86,16.14,12.97,78.09,50.79,49.92,1.9013113,61.28
BDG.HNO,Protrade Garment JSC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"34,048,023.79",,,,,,,,,,,,,,0.3376573,
BDYN.NS,Bombay Dyeing and Mfg Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,,,,,,,,,,,,,,,0.0012541,
BELL.JK,Trisula Textile Industries Tbk PT,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"25,380,681.62",,,,,,,,,,,,,,0.6528644,
BETE.BO,Betex India Ltd,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,Asia,2025,,,,,,,,,,,,,,,,,0.0756149,
BGI.A,Birks Group Inc,Textiles & Apparel,Apparel & Accessories,Jewelry,Americas,2025,,,,,,,,,,,,,,,,,,
BHAI.NS,Bhartiya International Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.0669898,
BHAN.PSX,Bhanero Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.0754203,
BHEX.NS,Bhandari Hosiery Exports Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.6665369,
BHIS.BO,Bhilwara Spinners Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.6346865,
BHIT.NS,Bhilwara Technical Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0,
BILW.BO,Billwin Industries Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0202255,
BIMA.JK,Primarindo Asia Infrastructure Tbk PT,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,"2,530,224.82",,,,,,,,,,,,,,0.5982298,
BINL.BO,Bindal Exports Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0,
BINT.BO,Binayak Tex Processors Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.4844034,
BINY.BO,Binny Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
BIRC.BO,Birla Cotsyn (India) Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.0850332,
BIRD.OQ,Allbirds Inc,Textiles & Apparel,Footwear,Footwear (NEC),Americas,2025,,,"28,670,778.98",,,,,,,,,,,,,,,
BIRK.N,Birkenstock Holding PLC,Textiles & Apparel,Footwear,Footwear (NEC),Europe,2025,22.06,53.7,"6,404,250,150.34",100,32.1146191,1.25,29.6,14.55,7.11,86.45,42.86,4.17,52.52,9.01,6.94,51.55,0.4809239,13.27
BIZO.BO,Bizotic Commercial Ltd,Textiles & Apparel,Apparel & Accessories,Men's Clothing,Asia,2025,,,,,,,,,,,,,,,,,0.0611257,
BLBL.NS,Blue Blends India Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
BLCH.BO,Blue Chip Tex Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.0604767,
BLCYT.IS,Bilici Yatirim Sanayi ve Ticaret AS,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"63,753,472.19",,,,,,,,,,,,,,7.63e-05,
BLET.PSX,Blessed Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.6425978,
BLHI.PK,Blue Holdings Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,,,,,,,,,,,,,,,,,,
BLUE.CM,Blue Diamonds Jewellery Worldwide PLC,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.7299667,
BLUT.NS,Bluestone Jewellery and Lifestyle Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,"675,015,526.42",,,,,,,,,,,,,,2.1024881,
BORA.NS,Borana Weaves Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.691574,
BORG.ST,Bjorn Borg AB,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,33.7,7.62,"146,261,510.96",100,65.9017826,54.35,80,61.4,82.56,58.33,100,87.88,85.13,47.84,97.39,61.04,0.1672246,76.52
BOSSA.IS,Bossa Ticaret ve Sanayi Isletmeleri TAS,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"162,278,261.41",,,,,,,,,,,,,,0.2779795,
BOSSn.DE,Hugo Boss AG,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,92.28,98.48,"2,544,960,000.00",100,84.4636839,58.7,80,81.42,80.9,86.54,83.33,78.73,85.13,99.07,80.55,86.73,0.8607693,80.79
BRAM.NS,Brandman Retail Ltd,Textiles & Apparel,Footwear,Footwear Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.3991042,
BRAN.NS,Brand Concepts Ltd,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,Asia,2025,,,,,,,,,,,,,,,,,1.7543042,
BRCR.BX,Braiconf SA,Textiles & Apparel,Apparel & Accessories,Men's Clothing,Europe,2025,,,"5,725,467.03",,,,,,,,,,,,,,0.010163,
BRFL.NS,Bombay Rayon Fashions Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
BRGO.PK,Bergio International Inc,Textiles & Apparel,Apparel & Accessories,Jewelry,Americas,2025,,,,,,,,,,,,,,,,,,
BRIA.A,BrilliA Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0958836,
BRKO.IS,Birko Birlesik Koyunlulular Mensucat Ticaret ve Sanayi AS,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.0099447,
BRKO.PK,Broke Out Inc,Textiles & Apparel,Apparel & Accessories,Sportswear & Outdoors Clothing,Europe,2025,,,,,,,,,,,,,,,,,,
BRMEN.IS,Birlik Mensucat Ticaret ve Sanayi Isletmesi AS,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"15,092,623.09",,,,,,,,,,,,,,0.0976949,
BSLL.NS,BSL Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,3.5322936,
BVN.HNO,Vietnam Cotton JSC,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,"2,363,734.17",,,,,,,,,,,,,,0.015472,
CALN.S,Calida Holding AG,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,46.8,53.96,"97,444,254.62",100,52.56206048,51.86,80,70.3,35.65,58.33,71.43,16.83,53.16,73.77,90.98,54.17,0.3998934,50.91
CAMU.NS,Campus Activewear Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.3070283,
CAQ.AX,CAQ Holdings Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Oceania,2025,,,,,,,,,,,,,,,,,0.0647046,
CASS.BO,Classic Filaments Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0484708,
CATA3.SA,Companhia Industrial Cataguases,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Americas,2025,,,,,,,,,,,,,,,,,0.8559888,
CATL.BO,Candour Techtex Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7301238,
CDGE.BO,CDG Petchem Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
CDLP.WA,CDRL SA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Europe,2025,,,"12,271,441.25",,,,,,,,,,,,,,0.41786,
CEDA.NS,Cedaar Textile Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,5.791405,
CEDO3.SA,Companhia de Fiacao e Tecidos Cedro Cachoeira,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Americas,2025,,,,,,,,,,,,,,,,,1.3277366,
CELF.NS,Celebrity Fashions Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,3.3046229,
CETE.KL,CE Technology Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"54,639,704.60",,,,,,,,,,,,,,0.408604,
CETH.KL,Cheetah Holdings Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0387678,
CFGH.CA,Concrete Fashion Group for Commercial and Industrial investments SAE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Africa,2025,,,"46,044,270.11",,,,,,,,,,,,,,4.0544199,
CFR.S,Compagnie Financiere Richemont SA,Textiles & Apparel,Apparel & Accessories,Jewelry,Europe,2025,,,,40.74074074,67.23504639,,,,,,,,,,,,0.5916268,
CHBL.PSX,Chenab Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
CHSS.PA,La Chausseria SA,Textiles & Apparel,Footwear,Women's Footwear,Europe,2025,,,"3,121,242.27",,,,,,,,,,,,,,0,
CHVI.NS,Cheviot Co Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0102668,
CLCI.NS,CLC Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,5.4553474,
